make,model,variant,action,field,new_value,source,source_last_updated,notes
Maruti Suzuki,Baleno,Zeta CNG MT,ADD_VARIANT,,"{""body_type"":""Hatchback"",""price_ex_showroom"":935000,""fuel_type"":""CNG"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":77,""torque_nm"":98}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,LXi Petrol MT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":684000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,VXi Petrol MT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":779000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,VXi Petrol AMT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":829000,""fuel_type"":""Petrol"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,ZXi Petrol MT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":889000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,ZXi Petrol AMT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":939000,""fuel_type"":""Petrol"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,ZXi Plus Petrol MT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":999000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,ZXi Plus Petrol AMT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":1049000,""fuel_type"":""Petrol"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":80,""torque_nm"":112}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,VXi CNG MT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":874000,""fuel_type"":""CNG"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":69,""torque_nm"":102}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Dzire,ZXi CNG MT,ADD_VARIANT,,"{""body_type"":""Sedan"",""price_ex_showroom"":984000,""fuel_type"":""CNG"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1197,""power_bhp"":69,""torque_nm"":102}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,LXi Petrol MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":869000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,VXi Petrol MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":979000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,VXi Petrol AT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1139000,""fuel_type"":""Petrol"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,ZXi Petrol MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1119000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,ZXi Petrol AT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1269000,""fuel_type"":""Petrol"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,ZXi Plus Petrol MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1279000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,ZXi Plus Petrol AT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1414000,""fuel_type"":""Petrol"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":102,""torque_nm"":137,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,VXi CNG MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1064000,""fuel_type"":""CNG"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":87,""torque_nm"":122,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
Maruti Suzuki,Brezza,ZXi CNG MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1179000,""fuel_type"":""CNG"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1462,""power_bhp"":87,""torque_nm"":122,""drivetrain"":""FWD (Front Wheel Drive)""}",maruti_suzuki_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Style 1.5 Turbo Petrol MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1499000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1451,""power_bhp"":141,""torque_nm"":250,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Shine Pro 1.5 Turbo Petrol MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1619000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1451,""power_bhp"":141,""torque_nm"":250,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Select Pro 1.5 Turbo Petrol MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1779000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1451,""power_bhp"":141,""torque_nm"":250,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Smart Pro 1.5 Turbo Petrol MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1899000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1451,""power_bhp"":141,""torque_nm"":250,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Sharp Pro 1.5 Turbo Petrol MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2049000,""fuel_type"":""Petrol"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1451,""power_bhp"":141,""torque_nm"":250,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Savvy Pro 1.5 Turbo Petrol CVT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2219000,""fuel_type"":""Petrol"",""transmission"":""Automatic (CVT)"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1451,""power_bhp"":141,""torque_nm"":250,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Shine Pro 2.0 Diesel MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1799000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Select Pro 2.0 Diesel MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1959000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Smart Pro 2.0 Diesel MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2099000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Sharp Pro 2.0 Diesel MT 5S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2249000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Plus Select Pro Diesel MT 7S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1999000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":7,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
MG,Hector,Plus Sharp Pro Diesel MT 7S,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2299000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":7,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",mg_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Smart Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1549000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Pure Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1699000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Pure Plus Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1799000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Adventure Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1999000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Adventure Plus Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2139000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Adventure Plus A Diesel AT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2289000,""fuel_type"":""Diesel"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Fearless Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2299000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Fearless Plus Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2449000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Fearless Plus Diesel AT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2599000,""fuel_type"":""Diesel"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Dark Edition Pure Plus Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":1879000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Dark Edition Adventure Plus Diesel MT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2229000,""fuel_type"":""Diesel"",""transmission"":""Manual"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Tata,Harrier,Dark Edition Fearless Plus Diesel AT,ADD_VARIANT,,"{""body_type"":""SUV"",""price_ex_showroom"":2649000,""fuel_type"":""Diesel"",""transmission"":""Automatic"",""seating_capacity"":5,""abs"":true,""source_last_updated"":""2026-06-22"",""engine_cc"":1956,""power_bhp"":168,""torque_nm"":350,""drivetrain"":""FWD (Front Wheel Drive)""}",tata_motors_official_or_reputable_price_page,2026-06-22,current generation compact core row
Honda,City,*,UPDATE_FIELD,source_last_updated,2026-06-22,bounded_refresh_status_review,2026-06-22,Current-market status resolved; retained legacy specs for bounded refresh pass.
Hyundai,Aura,*,UPDATE_FIELD,source_last_updated,2026-06-22,bounded_refresh_status_review,2026-06-22,Current-market status resolved; retained legacy specs for bounded refresh pass.
Hyundai,Grand i10 NIOS,*,UPDATE_FIELD,source_last_updated,2026-06-22,bounded_refresh_status_review,2026-06-22,Current-market status resolved; retained legacy specs for bounded refresh pass.
Hyundai,Venue,*,UPDATE_FIELD,source_last_updated,2026-06-22,bounded_refresh_status_review,2026-06-22,Current-market status resolved; retained legacy specs for bounded refresh pass.
Mahindra,Bolero,*,UPDATE_FIELD,source_last_updated,2026-06-22,bounded_refresh_status_review,2026-06-22,Current-market status resolved; retained legacy specs for bounded refresh pass.
